,Actual Profit ($),Actual Sales (Qty),Actual Cost of Goods Sold  (COGS) ($),Actual Total Expenses ($),Inventory (Qty),Budget Profit ($),Budget Sales (Qty),Budget COGS ($),Date,Market,Province,City,Store#,Market Size,Product Type,Product,Type,Sales Outlier
196,0,74,33,45,193,0,60,20,2019-02-28,North,Nunavut,Pangnirtung,573,Small Market,Tea,Green Tea,Regular,Normal
197,0,129,54,79,427,40,160,60,2019-02-28,Central,Ontario,Ottawa,971,Small Market,Coffee,Amaretto,Regular,Normal
198,0,129,54,78,427,10,110,40,2019-02-28,Prairie,Alberta,Calgary,303,Major Market,Herbal Tea,Lemon,Decaf,Normal
199,0,129,54,78,427,20,130,50,2019-02-28,West,British Columbia,Kelowna,670,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
200,2,155,65,88,342,10,130,50,2019-02-28,North,Yukon,Whitehorse,318,Small Market,Espresso,Caffe Latte,Regular,Normal
201,3,155,65,87,513,20,150,60,2019-02-28,Prairie,Manitoba,Winnipeg,1001,Small Market,Espresso,Caffe Mocha,Regular,Normal
202,3,155,65,87,513,10,130,50,2019-02-28,Atlantic,Newfoundland,Paradise,2500,Small Market,Tea,Earl Grey,Regular,Normal
203,3,155,65,87,513,10,100,40,2019-02-28,Atlantic,Nova Scotia,Truro,6520,Small Market,Tea,Green Tea,Regular,Normal
204,5,63,28,30,961,20,60,20,2019-02-28,Atlantic,New Brunswick,Moncton,505,Small Market,Herbal Tea,Lemon,Decaf,Normal
205,6,63,28,29,961,20,60,20,2019-02-28,Atlantic,Nova Scotia,Halifax,6300,Small Market,Coffee,Colombian,Regular,Normal
206,6,63,28,29,961,20,70,30,2019-02-28,Central,Ontario,Toronto ,702,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
207,8,82,35,39,191,10,70,30,2019-02-28,Atlantic,New Brunswick,Moncton,505,Small Market,Espresso,Decaf Espresso,Decaf,Normal
208,9,82,35,38,191,10,50,20,2019-02-28,Atlantic,New Brunswick,Saint John ,591,Small Market,Tea,Earl Grey,Regular,Normal
209,9,82,35,38,191,10,70,30,2019-02-28,North,Nunavut,Kugluktuk,816,Small Market,Tea,Darjeeling,Regular,Normal
210,10,45,18,17,818,20,40,10,2019-02-28,Atlantic,New Brunswick,Moncton,505,Small Market,Herbal Tea,Chamomile,Decaf,Normal
211,10,45,18,17,818,20,40,10,2019-02-28,Atlantic,Nova Scotia,Halifax,6300,Small Market,Coffee,Amaretto,Regular,Normal
212,10,45,18,17,818,20,40,10,2019-02-28,Central,Ontario,Toronto ,775,Small Market,Espresso,Caffe Mocha,Regular,Normal
213,11,45,18,16,818,20,40,10,2019-02-28,North,Northwest Territories,Yellowknife,4001,Small Market,Tea,Darjeeling,Regular,Normal
214,11,47,19,17,774,20,50,20,2019-02-28,Atlantic,Nova Scotia,Halifax,6300,Small Market,Espresso,Caffe Mocha,Regular,Normal
215,11,47,19,17,774,20,40,10,2019-02-28,Central,Ontario,Toronto ,775,Small Market,Espresso,Decaf Espresso,Decaf,Normal
216,11,118,53,54,306,20,110,50,2019-02-28,Central,Quebec,Sherbrooke,918,Small Market,Herbal Tea,Chamomile,Decaf,Normal
217,12,118,53,53,306,30,120,50,2019-02-28,Atlantic,Newfoundland,Paradise,2500,Small Market,Coffee,Amaretto,Regular,Normal
218,12,54,23,19,620,20,50,20,2019-02-28,Atlantic,Nova Scotia,Halifax,6300,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
219,12,118,53,53,306,20,110,50,2019-02-28,Atlantic,Nova Scotia,Truro,6520,Small Market,Espresso,Caffe Mocha,Regular,Normal
220,12,118,53,53,306,20,90,40,2019-02-28,Prairie,Saskatchewan,Saskatoon,727,Major Market,Herbal Tea,Lemon,Decaf,Normal
221,15,220,92,113,541,40,230,90,2019-02-28,Atlantic,Newfoundland,Paradise,2500,Small Market,Coffee,Colombian,Regular,Normal
222,15,220,92,113,541,60,270,110,2019-02-28,Atlantic,Nova Scotia,Truro,6520,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
223,15,220,92,113,541,40,210,80,2019-02-28,Central,Quebec,Sherbrooke,405,Small Market,Herbal Tea,Lemon,Decaf,Normal
224,16,220,92,112,541,40,210,80,2019-02-28,Prairie,Saskatchewan,Saskatoon,305,Major Market,Espresso,Caffe Mocha,Regular,Normal
225,17,56,22,17,452,30,40,10,2019-02-28,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Chamomile,Decaf,Normal
226,17,56,22,17,452,30,60,20,2019-02-28,Atlantic,Newfoundland,St. John's,2001,Major Market,Tea,Green Tea,Regular,Normal
227,17,56,22,17,452,20,30,10,2019-02-28,Central,Ontario,Ottawa,541,Small Market,Tea,Darjeeling,Regular,Normal
228,17,56,22,17,452,30,40,10,2019-02-28,Central,Quebec,Sherbrooke,918,Small Market,Espresso,Caffe Mocha,Regular,Normal
229,18,132,59,55,331,10,110,50,2019-02-28,Prairie,Alberta,Calgary,350,Major Market,Tea,Darjeeling,Regular,Normal
230,18,132,59,55,331,40,150,60,2019-02-28,West,British Columbia,Kelowna,670,Major Market,Espresso,Decaf Espresso,Decaf,Normal
231,18,132,59,55,331,30,100,40,2019-02-28,Atlantic,Newfoundland,St. John's,2001,Major Market,Herbal Tea,Lemon,Decaf,Normal
232,18,132,59,55,331,20,120,50,2019-02-28,Central,Ontario,Kitchener,503,Large Market,Espresso,Caffe Latte,Regular,Normal
233,21,66,27,18,772,40,70,20,2019-02-28,Prairie,Manitoba,Winnipeg,1001,Small Market,Tea,Green Tea,Regular,Normal
234,23,114,45,46,366,30,100,40,2019-02-28,North,Northwest Territories,Yellowknife,4001,Small Market,Coffee,Colombian,Regular,Normal
235,24,114,45,45,366,50,140,50,2019-02-28,Atlantic,New Brunswick,Moncton,505,Small Market,Coffee,Colombian,Regular,Normal
236,24,101,41,36,236,30,80,30,2019-02-28,Atlantic,New Brunswick,Saint John ,591,Small Market,Herbal Tea,Chamomile,Decaf,Normal
237,24,114,45,45,366,40,100,30,2019-02-28,Atlantic,New Brunswick,Saint John ,591,Small Market,Herbal Tea,Lemon,Decaf,Normal
238,25,101,41,35,236,40,90,30,2019-02-28,North,Northwest Territories,Yellowknife,4001,Small Market,Coffee,Amaretto,Regular,Normal
239,25,155,65,65,392,50,190,80,2019-02-28,Central,Ontario,Kitchener,503,Large Market,Coffee,Colombian,Regular,Normal
240,26,290,121,143,712,30,270,110,2019-02-28,West,British Columbia,Bunaby,685,Major Market,Espresso,Caffe Mocha,Regular,Normal
241,26,290,121,143,712,40,250,100,2019-02-28,Central,Ontario,Toronto ,775,Small Market,Herbal Tea,Chamomile,Decaf,Normal
242,28,80,32,20,817,50,70,20,2019-02-28,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Lemon,Decaf,Normal
243,28,80,32,20,817,40,80,30,2019-02-28,Atlantic,Newfoundland,St. John's,2001,Major Market,Tea,Darjeeling,Regular,Normal
244,28,81,33,20,772,50,70,20,2019-02-28,Central,Ontario,Ottawa,971,Small Market,Herbal Tea,Chamomile,Decaf,Normal
245,28,80,32,20,817,40,80,30,2019-02-28,Prairie,Saskatchewan,Saskatoon,786,Major Market,Tea,Darjeeling,Regular,Normal
246,29,130,55,46,305,40,120,50,2019-02-28,Prairie,Manitoba,Winnipeg,1001,Small Market,Espresso,Decaf Espresso,Decaf,Normal
247,29,100,44,27,618,50,120,50,2019-02-28,Central,Quebec,Sherbrooke,918,Small Market,Coffee,Colombian,Regular,Normal
248,29,80,32,19,817,50,100,40,2019-02-28,Central,Quebec,Sherbrooke,405,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
249,30,100,44,26,618,30,80,30,2019-02-28,Prairie,Alberta,Calgary,303,Major Market,Tea,Green Tea,Regular,Normal
250,30,130,55,45,305,70,160,60,2019-02-28,Atlantic,New Brunswick,Saint John ,591,Small Market,Coffee,Colombian,Regular,Normal
251,30,100,44,26,618,30,80,30,2019-02-28,Central,Ontario,Ottawa,541,Small Market,Herbal Tea,Lemon,Decaf,Normal
252,31,43,0,12,774,30,40,0,2019-02-28,Central,Ontario,Toronto ,702,Small Market,Espresso,Caffe Latte,Regular,Normal
253,32,43,0,11,774,30,40,0,2019-02-28,North,Northwest Territories,Yellowknife,4001,Small Market,Tea,Green Tea,Regular,Normal
254,32,43,0,11,774,40,50,0,2019-02-28,Atlantic,Nova Scotia,Halifax,6300,Small Market,Espresso,Decaf Espresso,Decaf,Normal
255,33,140,60,47,329,40,120,50,2019-02-28,Prairie,Alberta,Calgary,303,Major Market,Herbal Tea,Mint,Decaf,Normal
256,33,140,60,47,329,50,130,50,2019-02-28,Prairie,Alberta,Edmonton,404,Major Market,Herbal Tea,Chamomile,Decaf,Normal
257,33,140,60,47,329,50,140,60,2019-02-28,West,British Columbia,Kelowna,670,Major Market,Coffee,Amaretto,Regular,Normal
258,33,140,60,47,329,50,130,50,2019-02-28,Central,Ontario,Ottawa,541,Small Market,Espresso,Caffe Mocha,Regular,Normal
259,34,136,62,40,958,30,110,50,2019-02-28,Prairie,Alberta,Calgary,350,Major Market,Tea,Earl Grey,Regular,Normal
260,34,94,38,22,772,50,80,30,2019-02-28,Atlantic,Nova Scotia,Truro,6520,Small Market,Herbal Tea,Lemon,Decaf,Normal
261,34,110,48,28,617,30,80,30,2019-02-28,Prairie,Saskatchewan,Saskatoon,754,Major Market,Herbal Tea,Chamomile,Decaf,Normal
262,34,94,38,22,772,60,110,40,2019-02-28,North,Yukon,Whitehorse,337,Small Market,Coffee,Colombian,Regular,Normal
263,35,112,49,28,617,40,100,40,2019-02-28,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Caffe Mocha,Regular,Normal
264,35,110,48,27,617,50,120,50,2019-02-28,Atlantic,Newfoundland,Paradise,2500,Small Market,Espresso,Decaf Espresso,Decaf,Normal
265,35,110,48,27,617,40,100,40,2019-02-28,Atlantic,Nova Scotia,Truro,6520,Small Market,Espresso,Caffe Latte,Regular,Normal
266,35,112,49,28,617,40,100,40,2019-02-28,North,Yukon,Whitehorse,337,Small Market,Herbal Tea,Chamomile,Decaf,Normal
267,38,128,52,38,357,50,120,40,2019-02-28,Prairie,Alberta,Edmonton,404,Major Market,Herbal Tea,Lemon,Decaf,Normal
268,38,128,52,38,357,50,130,50,2019-02-28,West,British Columbia,Kelowna,670,Major Market,Coffee,Colombian,Regular,Normal
269,38,103,42,23,771,30,90,40,2019-02-28,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Caffe Latte,Regular,Normal
270,38,103,42,23,771,60,120,40,2019-02-28,North,Nunavut,Pangnirtung,573,Small Market,Espresso,Decaf Espresso,Decaf,Normal
271,38,128,52,38,357,70,160,60,2019-02-28,Central,Ontario,Ottawa,971,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
272,41,193,86,66,484,50,150,60,2019-02-28,Prairie,Manitoba,Winnipeg,1001,Small Market,Herbal Tea,Lemon,Decaf,Normal
273,41,193,86,66,484,80,240,100,2019-02-28,Atlantic,New Brunswick,Saint John ,591,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
274,41,137,56,40,382,50,120,40,2019-02-28,Atlantic,Newfoundland,Paradise,2500,Small Market,Tea,Darjeeling,Regular,Normal
275,41,154,70,43,957,60,140,60,2019-02-28,Atlantic,Nova Scotia,Truro,6520,Small Market,Espresso,Decaf Espresso,Decaf,Normal
276,41,137,56,40,382,40,90,30,2019-02-28,Atlantic,Nova Scotia,Truro,6520,Small Market,Tea,Earl Grey,Regular,Normal
277,41,137,56,40,382,50,110,40,2019-02-28,North,Yukon,Whitehorse,985,Small Market,Espresso,Decaf Espresso,Decaf,Normal
278,42,154,70,42,957,60,180,80,2019-02-28,Atlantic,Newfoundland,Paradise,2500,Small Market,Espresso,Caffe Mocha,Regular,Normal
279,42,193,86,65,484,50,200,90,2019-02-28,North,Nunavut,Iqaluit,314,Small Market,Coffee,Colombian,Regular,Normal
280,42,154,70,42,957,50,120,50,2019-02-28,Prairie,Saskatchewan,Saskatoon,850,Major Market,Herbal Tea,Mint,Decaf,Normal
281,42,193,86,65,484,40,180,80,2019-02-28,North,Yukon,Whitehorse,225,Small Market,Herbal Tea,Lemon,Decaf,Normal
282,43,115,47,25,772,50,100,40,2019-02-28,Atlantic,Newfoundland,Paradise,2500,Small Market,Herbal Tea,Lemon,Decaf,Normal
283,44,142,58,40,331,70,170,70,2019-02-28,Atlantic,Nova Scotia,Truro,6520,Small Market,Coffee,Colombian,Regular,Normal
284,44,115,47,24,772,60,120,40,2019-02-28,Prairie,Saskatchewan,Saskatoon,727,Major Market,Tea,Green Tea,Regular,Normal
285,44,115,47,24,772,70,140,50,2019-02-28,North,Yukon,Whitehorse,504,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
286,46,165,75,44,956,50,120,50,2019-02-28,Prairie,Manitoba,Winnipeg,1001,Small Market,Herbal Tea,Mint,Decaf,Normal
287,46,165,75,44,956,70,200,90,2019-02-28,Atlantic,New Brunswick,Saint John ,591,Small Market,Coffee,Amaretto,Regular,Normal
288,46,165,75,44,956,60,170,70,2019-02-28,North,Nunavut,Kugluktuk,816,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
289,48,123,50,25,814,60,130,50,2019-02-28,Prairie,Manitoba,Winnipeg,1001,Small Market,Tea,Darjeeling,Regular,Normal
290,48,123,50,25,814,50,110,40,2019-02-28,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Decaf Espresso,Decaf,Normal
291,48,123,50,25,814,70,140,50,2019-02-28,North,Nunavut,Pangnirtung,573,Small Market,Espresso,Caffe Mocha,Regular,Normal
292,50,180,77,53,423,60,180,80,2019-02-28,Atlantic,Newfoundland,Paradise,2500,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
293,51,180,77,52,423,60,170,70,2019-02-28,Prairie,Saskatchewan,Saskatoon,407,Major Market,Espresso,Decaf Espresso,Decaf,Normal
294,58,189,75,56,378,60,160,60,2019-02-28,Prairie,Alberta,Edmonton,404,Major Market,Espresso,Caffe Latte,Regular,Normal
295,58,189,75,56,549,50,120,40,2019-02-28,West,British Columbia,Bunaby,685,Major Market,Tea,Green Tea,Regular,Normal
296,59,189,75,55,549,90,220,80,2019-02-28,Prairie,Alberta,Calgary,303,Major Market,Espresso,Decaf Espresso,Decaf,Normal
297,59,189,75,55,549,50,160,60,2019-02-28,Central,Quebec,Montreal,630,Major Market,Tea,Earl Grey,Regular,Normal
298,62,200,80,58,640,60,170,60,2019-02-28,West,British Columbia,Kelowna,670,Major Market,Tea,Darjeeling,Regular,Normal
299,62,200,80,58,640,50,130,50,2019-02-28,Central,Ontario,Ottawa,971,Small Market,Tea,Earl Grey,Regular,Normal
300,63,200,80,57,640,70,170,60,2019-02-28,Central,Quebec,Sherbrooke,405,Small Market,Espresso,Decaf Espresso,Decaf,Normal
301,63,200,80,57,640,80,190,70,2019-02-28,Prairie,Saskatchewan,Saskatoon,754,Major Market,Coffee,Colombian,Regular,Normal
302,65,174,65,44,372,70,140,50,2019-02-28,North,Yukon,Whitehorse,504,Small Market,Espresso,Caffe Mocha,Regular,Normal
303,66,174,65,43,372,80,150,50,2019-02-28,Atlantic,Newfoundland,Paradise,2500,Small Market,Herbal Tea,Chamomile,Decaf,Normal
304,66,174,65,43,372,40,110,40,2019-02-28,Atlantic,Nova Scotia,Truro,6520,Small Market,Tea,Darjeeling,Regular,Normal
305,68,190,83,39,613,80,190,80,2019-02-28,Prairie,Alberta,Calgary,303,Major Market,Coffee,Colombian,Regular,Normal
306,68,190,83,39,613,100,230,100,2019-02-28,Prairie,Alberta,Edmonton,404,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
307,68,190,83,39,613,60,160,70,2019-02-28,West,British Columbia,Bunaby,685,Major Market,Herbal Tea,Mint,Decaf,Normal
308,68,190,83,39,613,60,160,70,2019-02-28,Central,Quebec,Montreal,773,Major Market,Herbal Tea,Lemon,Decaf,Normal
309,70,206,86,50,300,70,170,70,2019-02-28,Central,Quebec,Sherbrooke,405,Small Market,Espresso,Caffe Latte,Regular,Normal
310,71,206,86,49,490,70,180,70,2019-02-28,West,British Columbia,Kelowna,670,Major Market,Tea,Earl Grey,Regular,Normal
311,71,206,86,49,490,60,140,50,2019-02-28,Central,Ontario,Kitchener,503,Large Market,Tea,Green Tea,Regular,Normal
312,71,206,86,49,490,70,190,80,2019-02-28,Prairie,Saskatchewan,Saskatoon,305,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
313,79,189,77,33,449,90,200,80,2019-02-28,Atlantic,PEI,Charlottetown,845,Major Market,Tea,Green Tea,Regular,Normal
314,79,189,77,33,449,80,160,60,2019-02-28,Central,Quebec,Montreal,309,Major Market,Tea,Darjeeling,Regular,Normal
315,80,189,77,32,449,110,220,80,2019-02-28,Prairie,Alberta,Calgary,303,Major Market,Espresso,Caffe Mocha,Regular,Normal
316,80,189,77,32,449,90,160,60,2019-02-28,Prairie,Alberta,Edmonton,404,Major Market,Espresso,Decaf Espresso,Decaf,Normal
317,80,189,77,32,449,60,120,50,2019-02-28,West,British Columbia,Bunaby,685,Major Market,Tea,Earl Grey,Regular,Normal
318,94,254,104,56,596,110,220,80,2019-02-28,Central,Ontario,London,702,Small Market,Herbal Tea,Mint,Decaf,Normal
319,95,254,104,55,596,110,220,80,2019-02-28,Atlantic,Nova Scotia,Halifax,6300,Small Market,Herbal Tea,Lemon,Decaf,Normal
320,95,254,104,55,596,100,260,110,2019-02-28,Central,Quebec,Montreal,847,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
321,98,340,170,72,1073,140,400,190,2019-02-28,West,British Columbia,Kelowna,670,Major Market,Espresso,Caffe Mocha,Regular,Normal
322,99,232,95,38,809,110,240,100,2019-02-28,Prairie,Alberta,Calgary,303,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
323,99,340,170,71,1073,100,290,140,2019-02-28,Prairie,Alberta,Calgary,303,Major Market,Herbal Tea,Chamomile,Decaf,Normal
324,99,340,170,71,1073,110,330,160,2019-02-28,Atlantic,Newfoundland,St. John's,2001,Major Market,Espresso,Regular Espresso,Regular,Normal
325,99,340,170,71,1073,100,320,160,2019-02-28,Central,Ontario,Ottawa,971,Small Market,Espresso,Decaf Espresso,Decaf,Normal
326,99,232,95,38,809,100,200,80,2019-02-28,Central,Quebec,Montreal,847,Major Market,Herbal Tea,Mint,Decaf,Normal
327,100,232,95,37,809,100,200,80,2019-02-28,West,British Columbia,Bunaby,685,Major Market,Herbal Tea,Chamomile,Decaf,Normal
328,100,232,95,37,809,120,250,100,2019-02-28,Atlantic,PEI,Charlottetown,631,Major Market,Tea,Darjeeling,Regular,Normal
329,105,243,99,39,766,120,250,100,2019-02-28,Prairie,Alberta,Calgary,303,Major Market,Coffee,Amaretto,Regular,Normal
330,105,243,99,39,766,130,260,100,2019-02-28,Atlantic,PEI,Charlottetown,518,Major Market,Tea,Earl Grey,Regular,Normal
331,105,243,99,39,766,110,210,80,2019-02-28,Central,Quebec,Montreal,815,Major Market,Herbal Tea,Chamomile,Decaf,Normal
332,106,243,99,38,766,100,200,80,2019-02-28,Prairie,Alberta,Edmonton,404,Major Market,Espresso,Caffe Mocha,Regular,Normal
333,106,243,99,38,766,90,160,60,2019-02-28,West,British Columbia,Bunaby,685,Major Market,Tea,Darjeeling,Regular,Normal
334,115,354,148,91,844,120,310,120,2019-02-28,Central,Ontario,London,775,Small Market,Herbal Tea,Lemon,Decaf,Normal
335,115,354,148,91,844,140,370,150,2019-02-28,Central,Quebec,Montreal,312,Major Market,Coffee,Colombian,Regular,Normal
336,121,325,130,74,945,130,300,120,2019-02-28,Prairie,Manitoba,Winnipeg,1001,Small Market,Coffee,Colombian,Regular,Normal
337,121,325,130,74,945,120,280,110,2019-02-28,Atlantic,Nova Scotia,Truro,6520,Small Market,Herbal Tea,Chamomile,Decaf,Normal
338,131,495,240,124,1454,110,380,180,2019-02-28,Atlantic,PEI,Summerside,518,Major Market,Herbal Tea,Lemon,Decaf,Outlier
339,141,457,228,88,1436,140,400,190,2019-02-28,Atlantic,Nova Scotia,Halifax,6300,Small Market,Tea,Darjeeling,Regular,Outlier
340,142,457,228,87,1436,150,430,210,2019-02-28,West,British Columbia,Bunaby,685,Major Market,Espresso,Caffe Latte,Regular,Outlier
341,142,457,228,87,1436,100,310,150,2019-02-28,Central,Ontario,London,702,Small Market,Tea,Earl Grey,Regular,Outlier
342,142,457,228,87,1436,180,530,260,2019-02-28,Central,Quebec,Montreal,312,Major Market,Espresso,Decaf Espresso,Decaf,Outlier
343,164,465,213,88,942,240,580,260,2019-02-28,Prairie,Alberta,Edmonton,404,Major Market,Coffee,Colombian,Regular,Outlier
344,164,465,213,88,942,160,400,180,2019-02-28,West,British Columbia,Bunaby,685,Major Market,Herbal Tea,Lemon,Decaf,Outlier
345,169,534,240,125,1391,150,460,200,2019-02-28,Atlantic,Nova Scotia,Halifax,6300,Small Market,Tea,Earl Grey,Regular,Outlier
346,201,545,234,110,1282,190,470,200,2019-02-28,Atlantic,Nova Scotia,Halifax,6300,Small Market,Herbal Tea,Chamomile,Decaf,Outlier
347,201,545,234,110,1282,260,640,270,2019-02-28,Central,Quebec,Montreal,708,Major Market,Espresso,Caffe Mocha,Regular,Outlier
348,202,545,234,109,1282,200,520,220,2019-02-28,West,British Columbia,Bunaby,685,Major Market,Espresso,Decaf Espresso,Decaf,Outlier
349,202,545,234,109,1282,150,370,150,2019-02-28,Central,Ontario,London,775,Small Market,Tea,Darjeeling,Regular,Outlier
350,245,645,258,142,2067,360,800,320,2019-02-28,West,British Columbia,Bunaby,685,Major Market,Coffee,Colombian,Regular,Outlier
351,245,645,258,142,2067,250,610,240,2019-02-28,Atlantic,PEI,Summerside,917,Major Market,Coffee,Colombian,Regular,Outlier
352,264,580,228,88,1402,280,560,210,2019-02-28,Atlantic,PEI,Summerside,585,Major Market,Espresso,Regular Espresso,Regular,Outlier
353,340,470,75,55,235,330,440,70,2019-02-28,Atlantic,Newfoundland,St. John's,2001,Major Market,Coffee,Colombian,Regular,Outlier
354,0,32,245,127,2449,-240,0,160,2012-03-31,Central,Ontario,London,775,Small Market,Tea,Green Tea,Regular,Normal
355,0,63,125,146,1118,-190,60,120,2012-03-31,Atlantic,PEI,Summerside,607,Major Market,Espresso,Caffe Mocha,Regular,Normal
356,0,127,154,94,1288,-120,150,190,2019-03-31,West,British Columbia,Bunaby,685,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
357,0,182,214,87,1480,-80,140,160,2019-03-31,Atlantic,PEI,Summerside,914,Major Market,Herbal Tea,Mint,Decaf,Normal
358,0,125,109,57,796,-30,150,130,2019-03-31,West,British Columbia,Bunaby,685,Major Market,Coffee,Amaretto,Regular,Normal
359,0,106,88,51,715,-20,130,110,2019-03-31,Atlantic,New Brunswick,Fredricton,550,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
360,0,106,88,50,715,-20,90,70,2019-03-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Mint,Decaf,Normal
361,0,106,88,50,715,-10,90,70,2019-03-31,North,Nunavut,Rankin Inlet,636,Small Market,Herbal Tea,Lemon,Decaf,Normal
362,0,107,44,70,251,10,90,30,2019-03-31,Atlantic,New Brunswick,Moncton,505,Small Market,Espresso,Caffe Mocha,Regular,Normal
363,0,107,44,70,251,10,70,20,2019-03-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Darjeeling,Regular,Normal
364,0,107,44,70,251,10,100,40,2019-03-31,North,Northwest Territories,Yellowknife,4001,Small Market,Espresso,Caffe Mocha,Regular,Normal
365,0,107,44,69,251,10,90,30,2019-03-31,North,Nunavut,Kugluktuk,816,Small Market,Herbal Tea,Chamomile,Decaf,Normal
366,0,125,52,77,421,20,110,40,2019-03-31,Prairie,Alberta,Calgary,350,Major Market,Herbal Tea,Lemon,Decaf,Normal
367,0,125,52,77,421,20,130,50,2019-03-31,West,British Columbia,Kelowna,670,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
368,0,75,33,46,162,10,50,20,2019-03-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Green Tea,Regular,Normal
369,0,125,52,77,446,20,120,40,2019-03-31,Atlantic,Newfoundland,St. John's,2001,Major Market,Espresso,Caffe Mocha,Regular,Normal
370,0,75,33,46,162,0,70,30,2019-03-31,North,Northwest Territories,Yellowknife,4001,Small Market,Espresso,Regular Espresso,Regular,Normal
371,0,75,33,46,190,0,60,20,2019-03-31,North,Nunavut,Pangnirtung,573,Small Market,Tea,Green Tea,Regular,Normal
